stock_code,description,revenue,units_sold,orders,customers,revenue_rank
23557,LANDMARK FRAME BAKER STREET,3930.27,350.0,32,25,1099
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,3924.92,1763.0,211,110,1100
21812,GARLAND WITH HEARTS AND BELLS,3917.49,805.0,205,103,1101
22980,PANTRY SCRUBBING BRUSH,3910.01,2363.0,291,198,1102
46000M,POLYESTER FILLER PAD 45x45cm,3901.35,2517.0,353,205,1103
23049,RECYCLED ACAPULCO MAT RED,3896.84,456.0,186,103,1104
22314,OFFICE MUG WARMER CHOC+BLUE,3888.48,1110.0,249,101,1105
21192,WHITE BELL HONEYCOMB PAPER,3885.64,2167.0,216,96,1106
22790,"MIRROR, ARCHED GEORGIAN",3884.0,200.0,1,1,1107
23552,BICYCLE PUNCTURE REPAIR KIT,3881.91,1863.0,116,93,1108
37340,MULTICOLOUR SPRING FLOWER MUG,3881.33,13665.0,204,79,1109
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,3864.87,923.0,186,112,1110
22843,BISCUIT TIN VINTAGE GREEN,3858.51,595.0,177,135,1111
22475,SKULL DESIGN TV DINNER TRAY,3856.8,769.0,256,115,1112
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,3854.15,1347.0,208,148,1113
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3853.68,2328.0,199,117,1114
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3848.86,258.0,70,44,1115
22478,BIRDHOUSE GARDEN MARKER,3848.41,2772.0,317,176,1116
22272,Damaged,3848.34,1371.0,300,207,1117
22778,GLASS CLOCHE SMALL,3844.46,972.0,194,107,1118
21447,12 IVORY ROSE PEG PLACE SETTINGS,3842.63,2776.0,336,149,1119
22118,JOY WOODEN BLOCK LETTERS,3842.07,799.0,271,195,1120
23111,PARISIENNE SEWING BOX,3839.24,312.0,138,80,1121
21055,TOOL BOX SOFT TOY,3839.09,386.0,222,122,1122
22777,,3838.82,455.0,100,67,1123
85040B,,3837.3,2458.0,255,132,1124
23131,MISTLETOE HEART WREATH CREAM,3835.98,942.0,115,91,1125
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,3834.04,1842.0,260,187,1126
21067,,3830.67,4763.0,266,130,1127
85040A,S/4 PINK FLOWER CANDLES IN BOWL,3809.64,2116.0,434,193,1128
85114B,IVORY ENCHANTED FOREST PLACEMAT,3804.81,2073.0,242,99,1129
21846,PINK DIAMANTE PEN IN GIFT BOX,3803.4,1601.0,264,51,1130
21034,REX CASH+CARRY JUMBO SHOPPER,3801.9,4002.0,1902,800,1131
23542,WALL ART 70'S ALPHABET,3800.16,506.0,89,55,1132
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3797.28,7152.0,553,347,1133
21100,Damaged,3795.0,2540.0,269,119,1134
84016,FLAG OF ST GEORGE CAR FLAG,3791.67,1004.0,62,43,1135
22458,Missing,3790.47,1523.0,173,121,1136
71038,WHITE HANGING BEADS CANDLE HOLDER,3789.25,717.0,144,85,1137
22292,HANGING CHICK  YELLOW DECORATION,3773.74,2779.0,222,145,1138
23299,FOOD COVER WITH BEADS SET 2,3772.88,1012.0,146,110,1139
84356,POMPOM CURTAIN,3771.04,750.0,133,58,1140
21743,STAR PORTABLE TABLE LIGHT,3767.08,1288.0,182,117,1141
21627,ELEPHANT CARNIVAL POUFFE,3766.35,195.0,115,31,1142
21813,GARLAND WITH STARS AND BELLS,3761.41,815.0,184,76,1143
22830,,3760.71,181.0,18,14,1144
21329,DINOSAURS  WRITING SET,3760.66,2082.0,555,253,1145
23127,FELTCRAFT GIRL NICOLE KIT,3759.0,736.0,194,146,1146
21845,DAIRY MAID STRIPE MUG,3758.41,2521.0,158,104,1147
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3757.78,523.0,135,96,1148
22544,MINI JIGSAW SPACEBOY,3756.52,9382.0,341,196,1149
84558a,3D DOG PICTURE PLAYING CARDS,3753.28,1280.0,218,116,1150
85049C,ROMANTIC PINKS RIBBONS,3748.75,2982.0,501,303,1151
22162,HEART GARLAND RUSTIC PADDED,3737.9,1218.0,260,92,1152
21795,SET OF 3 BLUE STRIPE BASKET,3734.94,441.0,80,64,1153
22494,EMERGENCY FIRST AID TIN,3730.92,2765.0,468,200,1154
23064,CINDERELLA CHANDELIER,3717.56,221.0,23,20,1155
22782,SET 3 WICKER STORAGE BASKETS,3712.3,254.0,84,75,1156
21351,CINAMMON & ORANGE WREATH,3702.75,1099.0,177,113,1157
23182,TOILET SIGN OCCUPIED OR VACANT,3688.21,3741.0,433,140,1158
22398,MAGNETS PACK OF 4 SWALLOWS,3687.48,4239.0,430,273,1159
21246,damaged,3685.63,749.0,209,99,1160
20692,,3682.76,908.0,139,75,1161
23013,GLASS APOTHECARY BOTTLE TONIC,3674.16,924.0,223,135,1162
20785,FUSCHIA RETRO BAR STOOL,3672.35,102.0,36,14,1163
22769,,3656.86,174.0,45,32,1164
23091,ZINC HERB GARDEN CONTAINER,3656.32,580.0,209,160,1165
23497,CLASSIC CHROME BICYCLE BELL,3656.02,2558.0,195,150,1166
22823,CHEST NATURAL WOOD 20 DRAWERS,3655.0,32.0,18,17,1167
85232D,SET/3 DECOUPAGE STACKING TINS,3646.83,702.0,224,120,1168
22962,JAM JAR WITH PINK LID,3640.93,4366.0,354,183,1169
21486,,3638.67,1116.0,294,127,1170
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3628.89,2201.0,281,182,1171
22589,CARDHOLDER GINGHAM STAR,3626.78,1317.0,238,170,1172
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,3622.75,300.0,133,52,1173
23294,SET OF 6 SNACK LOAF BAKING CASES,3607.81,4392.0,354,214,1174
22461,SAVOY ART DECO CLOCK,3607.81,410.0,146,82,1174
21866,UNION JACK FLAG LUGGAGE TAG,3591.5,2168.0,453,190,1175
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,3591.06,2791.0,184,75,1176
21509,COWBOYS AND INDIANS BIRTHDAY CARD,3587.22,8696.0,628,264,1177
22536,MAGIC DRAWING SLATE PURDEY,3586.24,9091.0,365,243,1178
23085,ANTIQUE SILVER BAUBLE LAMP,3583.23,376.0,78,64,1179
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3577.99,4870.0,158,89,1180
20784,RED RETRO BAR STOOL,3570.87,101.0,37,6,1181
22704,WRAP RED APPLES,3564.76,8678.0,295,207,1182
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,3560.09,499.0,61,21,1183
22334,DINOSAUR PARTY BAG + STICKER SET,3552.36,2230.0,264,180,1184
21794,adjustment,3552.09,713.0,178,123,1185
22603,CHRISTMAS RETROSPOT TREE WOOD,3552.09,4143.0,388,236,1185
23210,WHITE ROCKING HORSE HAND PAINTED,3551.53,2849.0,192,115,1186
22320,BIRDS MOBILE VINTAGE DESIGN,3545.02,598.0,180,130,1187
22176,amazon,3542.73,1184.0,258,125,1188
23332,IVORY WICKER HEART LARGE,3542.71,2059.0,287,207,1189
20886,BOX OF 9 PEBBLE CANDLES,3540.22,1777.0,308,163,1190
21784,,3538.28,290.0,178,78,1191
21054,,3538.0,382.0,182,119,1192
20786,Damages,3533.9,99.0,31,9,1193
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,3528.75,440.0,159,31,1194
47505,,3527.42,737.0,178,129,1195
21179,damaged,3517.9,4284.0,505,231,1196
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3510.05,4007.0,327,227,1197
22765,,3508.3,311.0,53,36,1198
22531,MAGIC DRAWING SLATE CIRCUS PARADE,3507.76,8136.0,406,251,1199
23189,SET OF 12 FORK CANDLES,3507.51,1249.0,141,89,1200
22902,TOTE BAG I LOVE LONDON,3506.56,1716.0,199,102,1201
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3505.58,206.0,126,90,1202
22939,ADULT APRON APPLE DELIGHT,3502.54,700.0,181,109,1203
22076,6 RIBBONS EMPIRE,3490.19,2353.0,375,197,1204
21469,POLKA DOT RAFFIA FOOD COVER,3482.01,1165.0,210,130,1205
21466,RED FLOWER CROCHET FOOD COVER,3479.79,927.0,275,147,1206
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3462.49,183.0,25,23,1207
22309,TEA COSY RED  STRIPE,3459.08,1331.0,266,117,1208
21507,ELEPHANT BIRTHDAY CARD,3455.41,8223.0,584,267,1209
22172,,3451.82,378.0,185,124,1210
23350,ROLL WRAP VINTAGE SPOT,3445.08,2712.0,305,205,1211
23426,METAL SIGN DROP YOUR PANTS,3444.43,1275.0,206,126,1212
23536,WALL ART VILLAGE SHOW,3442.13,626.0,85,68,1213
84510A,SET OF 4 ENGLISH ROSE COASTERS,3439.84,2477.0,532,200,1214
23232,WRAP VINTAGE LEAF DESIGN,3436.92,8526.0,238,188,1215
23388,WOODLAND MINI BACKPACK,3432.09,821.0,154,115,1216
23354,6 GIFT TAGS 50'S CHRISTMAS,3429.4,3740.0,322,235,1217
23065,LARGE DECO JEWELLERY STAND,3427.44,273.0,99,81,1218
21039,RED RETROSPOT SHOPPING BAG,3423.65,1313.0,228,141,1219
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,1665.0,205,117,1220
23014,GLASS APOTHECARY BOTTLE ELIXIR,3419.58,856.0,209,122,1221
21191,LARGE WHITE HONEYCOMB PAPER BELL,3408.61,1479.0,201,96,1222
21902,"KEY FOB , FRONT  DOOR",3408.03,5359.0,474,250,1223
21364,PEACE SMALL WOOD LETTERS,3407.72,468.0,167,118,1224
84472,,3402.32,87.0,30,23,1225
37501,,3401.15,481.0,177,106,1226
22440,BALLOON WATER BOMB PACK OF 35,3399.41,8523.0,292,187,1227
21123,SET/10 IVORY POLKADOT PARTY CANDLES,3393.06,2751.0,252,125,1228
22459,,3389.74,1378.0,172,124,1229
44230,SQUARE MIRROR CURTAIN,3381.62,347.0,53,25,1230
22428,ENAMEL FIRE BUCKET CREAM,3379.67,459.0,191,126,1231
21327,SKULLS WRITING SET,3378.51,1926.0,495,212,1232
22862,,3373.22,758.0,221,143,1233
22822,CREAM WALL PLANTER HEART SHAPED,3367.35,581.0,183,139,1234
21211,SET OF 72 SKULL PAPER  DOILIES,3365.64,2405.0,237,139,1235
22223,CAKE PLATE LOVEBIRD PINK,3359.66,726.0,175,89,1236
22452,MEASURING TAPE BABUSHKA PINK,3358.1,1271.0,255,112,1237
22477,WATERING CAN GARDEN MARKER,3356.74,2414.0,276,155,1238
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,842.0,178,125,1239
22047,EMPIRE GIFT WRAP,3351.0,8250.0,261,211,1240
15058B,PINK POLKADOT GARDEN PARASOL,3327.67,438.0,156,65,1241
21917,SET 12 KIDS  WHITE CHALK STICKS,3324.22,8010.0,467,246,1242
22136,LOVE HEART SOCK HANGER,3322.22,1989.0,265,117,1243
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,3315.18,2503.0,353,146,1244
84813,SET OF 4 DIAMOND NAPKIN RINGS,3300.76,422.0,99,53,1245
22183,CAKE STAND VICTORIAN FILIGREE MED,3297.25,586.0,209,58,1246
20702,PINK PADDED MOBILE,3296.7,782.0,245,151,1247
22122,,3290.08,1095.0,191,113,1248
37410,,3288.65,25707.0,33,13,1249
22281,EASTER TREE YELLOW BIRDS,3285.86,511.0,149,83,1250
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,3279.66,840.0,271,80,1251
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,3276.62,204.0,133,91,1252
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3272.61,6139.0,382,209,1253
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3271.41,1171.0,138,122,1254
22794,SWEETHEART WIRE MAGAZINE RACK,3271.35,389.0,209,130,1255
84975,,3266.4,1990.0,212,115,1256
21467,CHERRY CROCHET FOOD COVER,3263.75,1025.0,254,145,1257
23395,BELLE JARDINIERE CUSHION COVER,3257.08,748.0,210,141,1258
23053,RECYCLED ACAPULCO MAT PINK,3254.32,364.0,164,105,1259
21477,STRING OF 20 ROSE LIGHTS,3248.94,273.0,45,35,1260
84849B,FAIRY SOAP SOAP HOLDER,3244.14,1936.0,293,123,1261
84596F,SMALL MARSHMALLOWS PINK BOWL,3243.32,4739.0,614,216,1262
22419,LIPSTICK PEN RED,3242.59,6847.0,509,191,1263
21829,adjustment,3242.18,15035.0,409,211,1264
22792,FLUTED ANTIQUE CANDLE HOLDER,3241.13,3489.0,262,128,1265
23051,RECYCLED ACAPULCO MAT BLUE,3223.49,365.0,162,95,1266
20992,JAZZ HEARTS PURSE NOTEBOOK,3220.4,6151.0,433,222,1267
22972,CHILDREN'S SPACEBOY MUG,3219.74,1882.0,243,147,1268
23230,WRAP ALPHABET DESIGN,3217.92,7976.0,235,178,1269
21732,RED HANGING METAL STAR TLIGHT HLDR,3214.57,925.0,58,50,1270
21473,SWEETHEART CREAM STEEL TABLE RECT,3212.16,157.0,90,65,1271
22194,,3212.1,373.0,160,100,1272
84837,,3210.04,251.0,143,109,1273
79323GR,"Unsaleable, destroyed.",3209.36,532.0,83,60,1274
23393,HOME SWEET HOME CUSHION COVER,3207.91,801.0,229,165,1275
23035,DRAWER KNOB CERAMIC IVORY,3199.99,2191.0,191,110,1276
79164,BLACK WINE GLASS,3196.01,3653.0,91,43,1277
21333,CLASSIC WHITE FRAME,3192.09,1057.0,222,150,1278
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",3187.16,1379.0,214,109,1279
21830,ASSORTED CREEPY CRAWLIES,3185.6,7658.0,256,151,1280
21628,TRIANGULAR POUFFE VINTAGE,3185.28,164.0,87,24,1281
22503,CABIN BAG VINTAGE PAISLEY,3178.02,141.0,54,29,1282
23342,MINT DINER WALL CLOCK,3176.41,373.0,163,105,1283
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,3171.11,2392.0,227,95,1284
21557,SET OF 6 FUNKY BEAKERS,3169.39,932.0,302,71,1285
22863,SOAP DISH BROCANTE,3166.61,1107.0,169,120,1286
21949,SET OF 6 STRAWBERRY CHOPSTICKS,3164.18,2598.0,269,91,1287
22702,BLACK AND WHITE CAT BOWL,3156.32,1589.0,94,66,1288
22700,BLACK AND WHITE DOG BOWL,3155.4,1384.0,98,79,1289
84944,SET OF 6 KASHMIR FOLKART BAUBLES,3153.88,1135.0,194,122,1290
15058A,BLUE POLKADOT GARDEN PARASOL,3153.73,476.0,148,76,1291
21519,GIN & TONIC DIET GREETING CARD,3149.93,7356.0,553,181,1292
22406,MONEY BOX KINGS CHOICE DESIGN,3149.35,2487.0,217,145,1293
23323,WHITE WICKER STAR,3146.78,1469.0,294,210,1294
22313,OFFICE MUG WARMER PINK,3146.07,985.0,137,74,1295
21705,BAG 500g SWIRLY MARBLES,3145.71,2534.0,225,142,1296
22325,MOBILE VINTAGE HEARTS,3139.99,699.0,224,129,1297
21820,GLITTER HEART GARLAND WITH BELLS,3132.39,795.0,180,112,1298
82578,KITCHEN METAL SIGN,3129.24,5595.0,704,322,1299
22095,LADS ONLY TISSUE BOX,3123.03,2978.0,284,125,1300
22347,,3119.18,2716.0,115,50,1301
22310,IVORY KNITTED MUG COSY,3113.94,1739.0,223,64,1302
23346,SPACEBOY BEAKER,3112.34,2628.0,184,106,1303
21352,EUCALYPTUS & PINECONE  WREATH,3110.28,880.0,158,77,1304
21272,,3109.83,2348.0,339,167,1305
22891,TEA FOR ONE POLKADOT,3103.7,644.0,230,108,1306
22177,5 HOOK BLACKBOARD ORGANISER,3101.46,325.0,125,90,1307
47504K,,3096.08,2654.0,312,210,1308
22129,PARTY CONES CANDY DECORATION,3095.12,3246.0,174,97,1309
22572,ROCKING HORSE GREEN CHRISTMAS,3087.18,3439.0,362,211,1310
85227,SET OF 6 3D KIT CARDS FOR KIDS,3086.44,3440.0,442,225,1311
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,3083.82,2338.0,236,117,1312
79072,TEATIME CAKE TIN WITH HANDLE,3083.2,284.0,107,41,1313
22963,JAM JAR WITH GREEN LID,3079.41,3696.0,319,170,1314
84279B,,3076.92,808.0,215,140,1315
21765,,3076.39,371.0,143,103,1316
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,3073.43,604.0,287,163,1317
22154,ANGEL DECORATION 3 BUTTONS,3073.32,7114.0,317,163,1318
84912B,GREEN ROSE WASHBAG,3072.64,1125.0,259,56,1319
22473,TV DINNER TRAY VINTAGE PAISLEY,3070.92,811.0,209,120,1320
22757,LARGE RED BABUSHKA NOTEBOOK,3070.18,2696.0,308,161,1321
21206,STRAWBERRY HONEYCOMB  GARLAND,3067.9,2155.0,238,117,1322
21786,POLKADOT RAIN HAT,3049.03,7471.0,450,131,1323
20985,HEART CALCULATOR,3047.99,2370.0,291,162,1324
21408,SPOTTY PINK DUCK DOORSTOP,3045.31,703.0,240,114,1325
22754,SMALL RED BABUSHKA NOTEBOOK,3044.86,3924.0,492,237,1326
23461,SWEETHEART BIRD HOUSE,3041.21,847.0,94,75,1327
23329,DECORATIVE WICKER HEART LARGE,3038.19,1767.0,233,168,1328
22208,WOOD STAMP SET THANK YOU,3036.95,2366.0,433,237,1329
22037,ROBOT BIRTHDAY CARD,3035.7,7054.0,634,270,1330
15044C,PURPLE PAPER PARASOL,3027.26,967.0,231,100,1331
23390,DOLLY GIRL MINI BACKPACK,3025.59,747.0,163,117,1332
23242,TREASURE TIN BUFFALO BILL,3024.63,1470.0,214,132,1333
22067,CHOC TRUFFLE GOLD TRINKET POT,3019.32,1855.0,252,108,1334
21626,VINTAGE UNION JACK PENNANT,3017.07,1496.0,204,136,1335
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3012.78,3431.0,250,158,1336
84912A,,3012.0,1096.0,232,59,1337
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,3008.82,2207.0,231,89,1338
23231,WRAP  VINTAGE DOILY,3008.34,7277.0,260,190,1339
22712,CARD DOLLY GIRL,3002.42,7295.0,508,209,1340
22755,SMALL PURPLE BABUSHKA NOTEBOOK,2997.63,3776.0,499,243,1341
22132,RED LOVE HEART SHAPE CUP,2989.81,3345.0,388,154,1342
22925,AMAZON,2989.52,488.0,191,130,1343
21354,TOAST ITS - BEST MUM,2979.46,2476.0,217,123,1344
22375,AIRLINE BAG VINTAGE JET SET BROWN,2969.29,590.0,284,135,1345
22519,,2968.77,1425.0,258,142,1346
22905,CALENDAR IN SEASON DESIGN,2957.17,1077.0,194,111,1347
22674,FRENCH TOILET SIGN BLUE METAL,2956.33,2377.0,297,182,1348
22664,TOY TIDY DOLLY GIRL DESIGN,2954.19,1429.0,266,107,1349
22816,CARD MOTORBIKE SANTA,2950.93,6856.0,436,258,1350
22927,GREEN GIANT GARDEN THERMOMETER,2948.57,468.0,162,101,1351
23211,RED ROCKING HORSE HAND PAINTED,2930.57,2329.0,160,82,1352
85049D,,2927.88,2332.0,402,263,1353
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2927.49,1400.0,250,147,1354
21948,SET OF 6 CAKE CHOPSTICKS,2921.36,2293.0,267,71,1355
21214,,2920.82,2006.0,199,106,1356
22990,COTTON APRON PANTRY DESIGN,2917.43,633.0,164,117,1357
22518,,2899.8,1398.0,266,141,1358
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2898.12,963.0,39,33,1359
22897,OVEN MITT APPLES DESIGN,2894.75,1956.0,298,190,1360
23290,SPACEBOY CHILDRENS BOWL,2890.35,2430.0,214,125,1361
22184,,2887.07,389.0,146,60,1362
23345,DOLLY GIRL BEAKER,2886.25,2451.0,174,100,1363
22955,36 FOIL STAR CAKE CASES,2885.26,1448.0,185,131,1364
22811,SET OF 6 T-LIGHTS CACTI,2884.13,1021.0,140,51,1365
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,2876.72,696.0,117,69,1366
85114C,RED ENCHANTED FOREST PLACEMAT,2875.7,1364.0,203,79,1367
21465,PINK FLOWER CROCHET FOOD COVER,2875.64,793.0,187,117,1368
20752,BLUE POLKADOT WASHING UP GLOVES,2868.2,1500.0,358,188,1369
21821,GLITTER STAR GARLAND WITH BELLS,2866.6,713.0,153,86,1370
85132B,,2863.37,929.0,133,73,1371
22480,RED TEA TOWEL CLASSIC DESIGN,2863.06,2368.0,263,197,1372
21424,WOODLAND STORAGE BOX LARGE,2861.64,955.0,142,51,1373
23212,HEART WREATH DECORATION WITH BELL,2860.89,2296.0,186,104,1374
23427,STOOL HOME SWEET HOME,2860.58,237.0,114,87,1375
22293,HANGING CHICK GREEN DECORATION,2860.2,2034.0,225,114,1376
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,2858.19,2010.0,177,130,1377
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2852.63,3565.0,380,208,1378
23504,PLAYING CARDS JUBILEE UNION JACK,2848.89,1927.0,208,164,1379
22930,BAKING MOULD HEART MILK CHOCOLATE,2846.8,1108.0,189,120,1380
21324,,2845.71,1014.0,175,101,1381
21688,mixed up,2845.65,912.0,142,97,1382
22983,CARD BILLBOARD FONT,2843.55,6695.0,551,264,1383
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2842.24,1872.0,298,170,1384
21439,BASKET OF TOADSTOOLS,2837.54,2259.0,240,112,1385
22576,SWALLOW WOODEN CHRISTMAS DECORATION,2835.08,3132.0,330,191,1386
22710,WRAP I LOVE LONDON,2821.28,7184.0,173,112,1387
22217,T-LIGHT HOLDER HANGING LACE,2814.81,2374.0,214,152,1388
22671,FRENCH LAUNDRY SIGN BLUE METAL,2811.34,1688.0,246,140,1389
21508,VINTAGE KID DOLLY CARD,2808.62,6716.0,541,215,1390
35001W,,2806.69,883.0,190,78,1391
22450,SILK PURSE BABUSHKA BLUE,2798.28,834.0,180,117,1392
84909A,PINK PAISLEY QUILT,2797.55,209.0,30,24,1393
22974,CHILDRENS DOLLY GIRL MUG,2795.81,1636.0,211,128,1394
22696,WICKER WREATH LARGE,2790.83,1415.0,288,203,1395
21360,Show Samples,2790.41,441.0,100,81,1396
22101,MIRROR MOSAIC VOTIVE HOLDER,2790.27,1909.0,116,44,1397
85199S,SMALL HANGING IVORY/RED WOOD BIRD,2789.28,6022.0,486,188,1398
84519A,TOMATO CHARLIE+LOLA COASTER SET,2788.45,1200.0,203,96,1399
21796,,2782.19,324.0,67,57,1400
21728,,2773.11,298.0,40,33,1401
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,2771.34,912.0,128,69,1402
21682,LARGE MEDINA STAMPED METAL BOWL,2767.59,559.0,152,116,1403
22597,MUSICAL ZINC HEART DECORATION,2766.08,4613.0,291,167,1404
22416,SET OF 36 SPACEBOY PAPER DOILIES,2763.36,1970.0,176,122,1405
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2761.9,1702.0,202,145,1406
22081,RIBBON REEL FLORA + FAUNA,2761.04,1559.0,302,170,1407
21683,MEDIUM MEDINA STAMPED METAL BOWL,2757.47,936.0,152,96,1408
22675,FRENCH KITCHEN SIGN BLUE METAL,2754.95,2227.0,270,179,1409
15058C,ICE CREAM DESIGN GARDEN PARASOL,2753.72,470.0,122,56,1410
22145,,2752.66,1306.0,197,153,1411
84795C,,2752.59,325.0,131,70,1412
51014C,"FEATHER PEN,COAL BLACK",2752.33,4269.0,266,108,1413
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2752.2,1868.0,261,170,1414
23396,LE JARDIN BOTANIQUE CUSHION COVER,2750.53,654.0,196,134,1415
85015,SET OF 12  VINTAGE POSTCARD SET,2750.0,2908.0,254,133,1416
22315,200 RED + WHITE BENDY STRAWS,2749.51,2136.0,387,191,1417
22525,,2748.79,1946.0,328,189,1418
23266,SET OF 3 WOODEN STOCKING DECORATION,2743.82,2053.0,319,201,1419
23341,PINK DINER WALL CLOCK,2741.35,307.0,121,75,1420
22482,BLUE TEA TOWEL CLASSIC DESIGN,2739.43,2319.0,214,154,1421
23100,SILVER BELLS TABLE DECORATION,2739.38,2166.0,257,180,1422
22161,HEART DECORATION RUSTIC HANGING,2738.28,6726.0,489,156,1423
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2731.76,1725.0,171,124,1424
22066,LOVE HEART TRINKET POT,2729.16,3435.0,273,185,1425
21788,KIDS RAIN MAC BLUE,2725.09,3375.0,206,141,1426
22651,GENTLEMAN SHIRT REPAIR KIT,2720.86,3175.0,270,112,1427
22818,CARD CHRISTMAS VILLAGE,2720.86,6290.0,404,252,1427
22914,BLUE COAT RACK PARIS FASHION,2720.66,570.0,170,117,1428
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,2719.38,344.0,75,31,1429
23164,REGENCY CAKE SLICE,2718.65,578.0,92,70,1430
22650,CERAMIC PIRATE CHEST MONEY BANK,2717.88,1786.0,282,150,1431
21808,"CHRISTMAS GARLAND STARS,TREES",2715.53,1001.0,144,70,1432
47480,HANGING PHOTO CLIP ROPE LADDER,2713.98,1638.0,150,62,1433
22524,,2713.23,1925.0,293,188,1434
22231,JIGSAW TREE WITH BIRDHOUSE,2712.48,2135.0,297,166,1435
21096,SET/6 FRUIT SALAD  PAPER PLATES,2711.71,15919.0,143,91,1436
85035C,ROSE 3 WICK MORRIS BOX CANDLE,2710.79,1358.0,199,129,1437
23407,SET OF 2 TRAYS HOME SWEET HOME,2709.43,265.0,133,103,1438
23489,VINTAGE BELLS GARLAND,2709.23,913.0,159,125,1439
23292,SPACEBOY CHILDRENS CUP,2703.33,2181.0,222,113,1440
21744,SNOWFLAKE PORTABLE TABLE LIGHT,2697.16,898.0,217,131,1441
84795b,SUNSET CHECK HAMMOCK,2696.81,317.0,113,56,1442
23333,IVORY WICKER HEART MEDIUM,2695.45,2089.0,233,179,1443
21224,SET/4 SKULL BADGES,2691.91,2171.0,312,140,1444
22479,DAISY GARDEN MARKER,2691.19,1939.0,214,129,1445
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2690.81,1963.0,299,177,1446
22436,12 COLOURED PARTY BALLOONS,2687.05,4215.0,289,173,1447
21204,DAISIES  HONEYCOMB GARLAND,2682.99,1608.0,205,109,1448
22495,SET OF 2 ROUND TINS CAMEMBERT,2682.32,940.0,237,165,1449
90057,DIAMANTE RING ASSORTED IN BOX.,2675.88,1804.0,37,29,1450
22155,STAR DECORATION RUSTIC,2671.81,5925.0,340,165,1451
22028,PENNY FARTHING BIRTHDAY CARD,2665.13,6344.0,507,203,1452
85049b,LUSH GREENS RIBBONS,2663.24,2130.0,341,224,1453
21923,,2662.64,337.0,119,80,1454
22094,RED RETROSPOT TISSUE BOX,2649.05,3557.0,339,181,1455
21693,mixed up,2648.62,871.0,120,84,1456
22500,SET OF 2 TINS JARDIN DE PROVENCE,2647.31,580.0,198,155,1457
21742,LARGE ROUND WICKER PLATTER,2647.28,437.0,193,156,1458
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2645.26,798.0,227,151,1459
22152,PLACE SETTING WHITE STAR,2642.28,6241.0,241,154,1460
21897,,2641.36,866.0,106,86,1461
22270,HAPPY EASTER HANGING DECORATION,2638.67,685.0,153,104,1462
84754,S/15 SILVER GLASS BAUBLES IN BAG,2634.59,2083.0,218,129,1463
85049F,BABY BOOM RIBBONS,2634.0,2110.0,314,206,1464
22146,,2633.13,1413.0,107,93,1465
22376,AIRLINE BAG VINTAGE JET SET WHITE,2632.18,529.0,246,145,1466
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,2628.47,1838.0,179,127,1467
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,2620.01,235.0,147,6,1468
21422,PORCELAIN ROSE SMALL,2619.17,3160.0,147,71,1469
22758,LARGE PURPLE BABUSHKA NOTEBOOK,2618.35,2437.0,314,151,1470
