transaction_key,invoice,full_date,stock_code,description,country,quantity,unit_price,line_value,transaction_type,record_status
103543,499414,2010-02-26,21300,,United Kingdom,-17,0.0,0.0,Stock Adjustment,Zero Price
103544,499416,2010-02-26,21298,,United Kingdom,-15,0.0,0.0,Stock Adjustment,Zero Price
103545,499415,2010-02-26,21299,,United Kingdom,-8,0.0,0.0,Stock Adjustment,Zero Price
103546,499417,2010-02-26,82585,,United Kingdom,-90,0.0,0.0,Stock Adjustment,Zero Price
103547,499418,2010-02-26,21697,,United Kingdom,-499,0.0,0.0,Stock Adjustment,Zero Price
103548,C499419,2010-02-26,21760,used for show display,United Kingdom,-1,125.0,-125.0,Cancellation,Valid
103549,C499419,2010-02-26,22088,,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
103550,C499419,2010-02-26,71477,COLOURED GLASS STAR T-LIGHT HOLDER,United Kingdom,-1,3.25,-3.25,Cancellation,Valid
103551,C499419,2010-02-26,21685,MEDINA STAMPED METAL TRAY,United Kingdom,-1,14.95,-14.95,Cancellation,Valid
103552,C499419,2010-02-26,21628,TRIANGULAR POUFFE VINTAGE,United Kingdom,-1,14.95,-14.95,Cancellation,Valid
103553,C499419,2010-02-26,21627,ELEPHANT CARNIVAL POUFFE,United Kingdom,-1,14.95,-14.95,Cancellation,Valid
103554,C499419,2010-02-26,21630,FLOOR CUSHION ELEPHANT CARNIVAL,United Kingdom,-1,8.95,-8.95,Cancellation,Valid
103555,C499419,2010-02-26,21645,,United Kingdom,-3,1.65,-4.95,Cancellation,Valid
103556,C499419,2010-02-26,22303,COFFEE MUG APPLES DESIGN,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
103557,C499419,2010-02-26,22120,WELCOME  WOODEN BLOCK LETTERS,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
103748,C499423,2010-02-26,79072,TEATIME CAKE TIN WITH HANDLE,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
103749,C499424,2010-02-26,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,United Kingdom,-4,6.75,-27.0,Cancellation,Valid
103750,C499448,2010-02-26,21777,RECIPE BOX WITH METAL HEART,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
103751,C499448,2010-02-26,85066,CREAM SWEETHEART MINI CHEST,United Kingdom,-2,12.75,-25.5,Cancellation,Valid
103752,499449,2010-02-26,20833,SHAKER THROW  QUILTED,United Kingdom,-11,0.0,0.0,Stock Adjustment,Zero Price
103875,C499462,2010-02-28,84625D,,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
103876,C499462,2010-02-28,21068,VINTAGE BILLBOARD LOVE/HATE MUG,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
103877,C499462,2010-02-28,84279B,,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
103878,C499462,2010-02-28,20941,FROG CANDLE,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
103879,C499462,2010-02-28,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
104369,C499489,2010-02-28,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
104370,C499489,2010-02-28,82483,WOOD 2 DRAWER CABINET WHITE FINISH,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
104371,C499489,2010-02-28,71053,WHITE MOROCCAN METAL LANTERN,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
104433,C499492,2010-02-28,21114,LAVENDER SCENTED FABRIC HEART,United Kingdom,-20,1.25,-25.0,Cancellation,Valid
104434,C499493,2010-02-28,21114,LAVENDER SCENTED FABRIC HEART,United Kingdom,-10,1.25,-12.5,Cancellation,Valid
104714,C499501,2010-02-28,21303,,United Kingdom,-1,16.95,-16.95,Cancellation,Valid
105062,C499514,2010-03-01,21669,BLUE STRIPE CERAMIC DRAWER KNOB,United Kingdom,-24,1.25,-30.0,Cancellation,Valid
105116,499518,2010-03-01,37410,,United Kingdom,-355,0.0,0.0,Stock Adjustment,Zero Price
105153,499522,2010-03-01,37410,,United Kingdom,36,0.0,0.0,Sale,Zero Price
105223,C499530,2010-03-01,47594B,SCOTTIES DESIGN WASHBAG,United Kingdom,-1,1.95,-1.95,Cancellation,Valid
105224,C499530,2010-03-01,21622,VINTAGE UNION JACK CUSHION COVER,United Kingdom,-4,4.95,-19.8,Cancellation,Valid
105225,C499530,2010-03-01,79067,,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
105226,C499530,2010-03-01,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,United Kingdom,-4,2.95,-11.8,Cancellation,Valid
105227,C499530,2010-03-01,85066,CREAM SWEETHEART MINI CHEST,United Kingdom,-6,12.75,-76.5,Cancellation,Valid
105228,C499530,2010-03-01,21754,HOME BUILDING BLOCK WORD,United Kingdom,-3,5.95,-17.85,Cancellation,Valid
105229,C499530,2010-03-01,21756,BATH BUILDING BLOCK WORD,United Kingdom,-3,5.95,-17.85,Cancellation,Valid
105230,C499530,2010-03-01,22073,,United Kingdom,-2,3.75,-7.5,Cancellation,Valid
105231,C499530,2010-03-01,47594A,CAROUSEL DESIGN WASHBAG,United Kingdom,-2,1.95,-3.9,Cancellation,Valid
105232,C499530,2010-03-01,21577,SAVE THE PLANET COTTON TOTE BAG,United Kingdom,-2,2.25,-4.5,Cancellation,Valid
105233,C499530,2010-03-01,22207,FRYING PAN UNION FLAG,United Kingdom,-4,4.25,-17.0,Cancellation,Valid
105234,C499530,2010-03-01,85175,,United Kingdom,-16,0.42,-6.72,Cancellation,Valid
105241,C499531,2010-03-01,21558,SKULL LUNCH BOX WITH CUTLERY,Netherlands,-100,2.1,-210.0,Cancellation,Valid
105435,499598,2010-03-01,85198,,United Kingdom,-200,0.0,0.0,Stock Adjustment,Zero Price
105436,499599,2010-03-01,85197,,United Kingdom,-70,0.0,0.0,Stock Adjustment,Zero Price
105453,499600,2010-03-01,35920,,United Kingdom,-10,0.0,0.0,Stock Adjustment,Zero Price
105476,499602,2010-03-01,47504E,,United Kingdom,-280,0.0,0.0,Stock Adjustment,Zero Price
105477,499603,2010-03-01,47503K,,United Kingdom,-240,0.0,0.0,Stock Adjustment,Zero Price
105488,499606,2010-03-01,20730,,United Kingdom,-240,0.0,0.0,Stock Adjustment,Zero Price
105489,499605,2010-03-01,20657,TROPICAL LUGGAGE TAG,United Kingdom,-16,0.0,0.0,Stock Adjustment,Zero Price
105490,499607,2010-03-01,20729,,United Kingdom,-420,0.0,0.0,Stock Adjustment,Zero Price
105491,499608,2010-03-01,20851,,United Kingdom,-30,0.0,0.0,Stock Adjustment,Zero Price
105492,499609,2010-03-01,20849,,United Kingdom,20,0.0,0.0,Sale,Zero Price
105493,499610,2010-03-01,20778,,United Kingdom,-10,0.0,0.0,Stock Adjustment,Zero Price
105494,499611,2010-03-01,20777,CHRYSANTHEMUM NOTEBOOK,United Kingdom,-16,0.0,0.0,Stock Adjustment,Zero Price
105495,499612,2010-03-01,20776,,United Kingdom,7,0.0,0.0,Sale,Zero Price
105496,499614,2010-03-01,20774,,United Kingdom,30,0.0,0.0,Sale,Zero Price
105497,499613,2010-03-01,20775,DAISY NOTEBOOK,United Kingdom,60,0.0,0.0,Sale,Zero Price
105498,499615,2010-03-01,20773,,United Kingdom,-26,0.0,0.0,Stock Adjustment,Zero Price
105499,499616,2010-03-01,20731,,United Kingdom,46,0.0,0.0,Sale,Zero Price
105500,499617,2010-03-01,20760,GARDEN PATH POCKET BOOK,United Kingdom,-150,0.0,0.0,Stock Adjustment,Zero Price
105501,499618,2010-03-01,21553,,United Kingdom,24,0.0,0.0,Sale,Zero Price
105567,499627,2010-03-01,21255,,United Kingdom,-130,0.0,0.0,Stock Adjustment,Zero Price
105587,499626,2010-03-01,84893,,United Kingdom,-17,0.0,0.0,Stock Adjustment,Zero Price
105693,499634,2010-03-01,21303,,United Kingdom,-10,0.0,0.0,Stock Adjustment,Zero Price
105959,C499651,2010-03-01,79160,HEART SHAPE WIRELESS DOORBELL,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
106004,499658,2010-03-01,21303,,United Kingdom,-6,0.0,0.0,Stock Adjustment,Zero Price
106050,499661,2010-03-01,22295,HEART FILIGREE DOVE LARGE,United Kingdom,2,0.0,0.0,Sale,Zero Price
106051,499662,2010-03-01,90111,,United Kingdom,1,0.0,0.0,Sale,Zero Price
106152,499667,2010-03-01,84227,,United Kingdom,43,0.0,0.0,Sale,Zero Price
106153,499666,2010-03-01,21396,RED SPOTTY EGG CUP,United Kingdom,288,0.0,0.0,Sale,Zero Price
106154,499670,2010-03-01,21623,VINTAGE UNION JACK MEMOBOARD,United Kingdom,1,0.0,0.0,Sale,Zero Price
106155,499669,2010-03-01,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,United Kingdom,1,0.0,0.0,Sale,Zero Price
106156,499671,2010-03-01,22139,RETROSPOT TEA SET CERAMIC 11 PC,United Kingdom,1,0.0,0.0,Sale,Zero Price
106157,499668,2010-03-01,71477,COLOURED GLASS STAR T-LIGHT HOLDER,United Kingdom,3,0.0,0.0,Sale,Zero Price
106158,499673,2010-03-01,84706A,,United Kingdom,1,0.0,0.0,Sale,Zero Price
106159,499672,2010-03-01,84520D,,United Kingdom,1,0.0,0.0,Sale,Zero Price
106437,499719,2010-03-02,84623,,United Kingdom,-26,0.0,0.0,Stock Adjustment,Zero Price
106438,C499745,2010-03-02,85053,FRENCH ENAMEL CANDLEHOLDER,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
106439,C499746,2010-03-02,35400,WOODEN BOX ADVENT CALENDAR,United Kingdom,-2,7.95,-15.9,Cancellation,Valid
106440,C499747,2010-03-02,85097B,BLUE ROCKING SINGING CANARY,United Kingdom,-8,2.95,-23.6,Cancellation,Valid
106441,C499748,2010-03-02,21535,RED RETROSPOT SMALL MILK JUG,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
106442,C499748,2010-03-02,21843,RED RETROSPOT CAKE STAND,United Kingdom,-1,10.95,-10.95,Cancellation,Valid
106443,C499748,2010-03-02,20730,,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
106444,C499749,2010-03-02,21869,,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
106445,C499750,2010-03-02,22148,EASTER CRAFT 4 CHICKS,United Kingdom,-12,1.95,-23.4,Cancellation,Valid
106446,C499751,2010-03-02,85070,for show,United Kingdom,-1,125.0,-125.0,Cancellation,Valid
106465,C499753,2010-03-02,22269,EGG CUP NATURAL CHICKEN,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
106480,499755,2010-03-02,72750C,,United Kingdom,8,0.0,0.0,Sale,Zero Price
106918,499766,2010-03-02,46000M,POLYESTER FILLER PAD 45x45cm,United Kingdom,-89,0.0,0.0,Stock Adjustment,Zero Price
106919,499767,2010-03-02,46000S,POLYESTER FILLER PAD 40x40cm,United Kingdom,-20,0.0,0.0,Stock Adjustment,Zero Price
107121,C499774,2010-03-02,85221,,United Kingdom,-108,1.25,-135.0,Cancellation,Valid
107124,C499776,2010-03-02,21532,,United Kingdom,-3,2.1,-6.3,Cancellation,Valid
107125,C499776,2010-03-02,21540,damages,United Kingdom,-2,4.25,-8.5,Cancellation,Valid
107257,C499783,2010-03-02,22180,RETROSPOT LAMP,France,-2,9.95,-19.9,Cancellation,Valid
107258,C499783,2010-03-02,21265,PINK GOOSE FEATHER TREE 60CM,France,-1,9.95,-9.95,Cancellation,Valid
107297,C499786,2010-03-02,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,United Kingdom,-1,1.95,-1.95,Cancellation,Valid
107298,C499786,2010-03-02,22384,LUNCH BAG PINK POLKADOT,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
107299,C499786,2010-03-02,22168,,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
107300,C499786,2010-03-02,22356,CHARLOTTE BAG PINK POLKADOT,United Kingdom,-2,0.85,-1.7,Cancellation,Valid
107301,C499787,2010-03-02,17021,NAMASTE SWAGAT INCENSE,United Kingdom,-36,0.3,-10.8,Cancellation,Valid
107388,C499790,2010-03-02,21658,GLASS  BEURRE DISH,United Kingdom,-1,3.95,-3.95,Cancellation,Valid
107389,C499790,2010-03-02,21396,RED SPOTTY EGG CUP,United Kingdom,-5,1.25,-6.25,Cancellation,Valid
107390,C499790,2010-03-02,21535,RED RETROSPOT SMALL MILK JUG,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
107391,C499790,2010-03-02,21534,DAIRY MAID LARGE MILK JUG,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
107392,C499790,2010-03-02,21781,,United Kingdom,-1,14.95,-14.95,Cancellation,Valid
107393,C499791,2010-03-02,21735,TWO DOOR CURIO CABINET,United Kingdom,-2,12.75,-25.5,Cancellation,Valid
107395,C499793,2010-03-02,22184,,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
107396,C499794,2010-03-02,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,United Kingdom,-4,6.75,-27.0,Cancellation,Valid
107401,C499796,2010-03-02,85232A,,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
107402,C499796,2010-03-02,84600,NEW BAROQUE JEWELLERY BOX,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
107403,C499796,2010-03-02,84611B,thrown away,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
107445,499803,2010-03-02,72781,,United Kingdom,-25,0.0,0.0,Stock Adjustment,Zero Price
107446,499802,2010-03-02,84619,,United Kingdom,-3,0.0,0.0,Stock Adjustment,Zero Price
107447,499805,2010-03-02,84977,,United Kingdom,-34,0.0,0.0,Stock Adjustment,Zero Price
107448,499804,2010-03-02,21274,,United Kingdom,-12,0.0,0.0,Stock Adjustment,Zero Price
107449,499807,2010-03-02,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,United Kingdom,4,0.0,0.0,Sale,Zero Price
107450,499806,2010-03-02,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,United Kingdom,24,0.0,0.0,Sale,Zero Price
107451,C499808,2010-03-02,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,Portugal,-3,4.95,-14.85,Cancellation,Valid
107452,499809,2010-03-02,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,United Kingdom,-52,0.0,0.0,Stock Adjustment,Zero Price
107453,499810,2010-03-02,21768,,United Kingdom,-10,0.0,0.0,Stock Adjustment,Zero Price
107454,499811,2010-03-02,22077,6 RIBBONS RUSTIC CHARM,United Kingdom,-126,0.0,0.0,Stock Adjustment,Zero Price
107455,499812,2010-03-02,84007,,United Kingdom,-93,0.0,0.0,Stock Adjustment,Zero Price
107456,499813,2010-03-02,85014C,,United Kingdom,-299,0.0,0.0,Stock Adjustment,Zero Price
107457,499815,2010-03-02,20693,,United Kingdom,-24,0.0,0.0,Stock Adjustment,Zero Price
107458,499816,2010-03-02,22024,RAINY LADIES BIRTHDAY CARD,United Kingdom,-40,0.0,0.0,Stock Adjustment,Zero Price
107459,499814,2010-03-02,16161E,,United Kingdom,-245,0.0,0.0,Stock Adjustment,Zero Price
107460,499817,2010-03-02,84559D,,United Kingdom,-85,0.0,0.0,Stock Adjustment,Zero Price
107461,C499818,2010-03-02,84949,SILVER HANGING T-LIGHT HOLDER,United Kingdom,-6,1.65,-9.9,Cancellation,Valid
107462,C499818,2010-03-02,22273,FELTCRAFT DOLL MOLLY,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
107463,C499819,2010-03-02,35004C,,United Kingdom,-2,4.65,-9.3,Cancellation,Valid
107464,499820,2010-03-02,84559D,,United Kingdom,-12,0.0,0.0,Stock Adjustment,Zero Price
107465,C499821,2010-03-02,84625C,,Germany,-12,2.95,-35.4,Cancellation,Valid
107466,499822,2010-03-02,84971l,LARGE HEART FLOWERS HOOK,United Kingdom,-109,0.0,0.0,Stock Adjustment,Zero Price
107467,499823,2010-03-02,21669,BLUE STRIPE CERAMIC DRAWER KNOB,United Kingdom,-31,0.0,0.0,Stock Adjustment,Zero Price
107468,499824,2010-03-02,21173,,United Kingdom,-78,0.0,0.0,Stock Adjustment,Zero Price
107469,499825,2010-03-02,21160,,United Kingdom,-40,0.0,0.0,Stock Adjustment,Zero Price
107470,499826,2010-03-02,21668,RED STRIPE CERAMIC DRAWER KNOB,United Kingdom,-33,0.0,0.0,Stock Adjustment,Zero Price
107471,499828,2010-03-02,84854,,United Kingdom,-198,0.0,0.0,Stock Adjustment,Zero Price
107472,C499827,2010-03-02,21527,RED RETROSPOT TRADITIONAL TEAPOT,United Kingdom,-2,6.95,-13.9,Cancellation,Valid
107473,499829,2010-03-02,84865,damaged,United Kingdom,-17,0.0,0.0,Stock Adjustment,Zero Price
107474,499830,2010-03-02,85113,,United Kingdom,-60,0.0,0.0,Stock Adjustment,Zero Price
107475,499831,2010-03-02,10138,,United Kingdom,-283,0.0,0.0,Stock Adjustment,Zero Price
107476,C499832,2010-03-02,79323B,"Unsaleable, destroyed.",United Kingdom,-3,6.75,-20.25,Cancellation,Valid
107477,499833,2010-03-02,37494A,FAIRY CAKE CERAMIC BUTTER DISH,United Kingdom,-14,0.0,0.0,Stock Adjustment,Zero Price
107478,499835,2010-03-02,21837,,United Kingdom,-19,0.0,0.0,Stock Adjustment,Zero Price
107479,499834,2010-03-02,47598,NEW ENGLAND EGG WARMER,United Kingdom,-40,0.0,0.0,Stock Adjustment,Zero Price
107480,499837,2010-03-02,21644,ASSORTED TUTTI FRUTTI HEART BOX,United Kingdom,-100,0.0,0.0,Stock Adjustment,Zero Price
107481,499836,2010-03-02,21004,ROSE DU SUD CHILDRENS APRON,United Kingdom,-40,0.0,0.0,Stock Adjustment,Zero Price
107482,499838,2010-03-02,82613A,Amazon,United Kingdom,-200,0.0,0.0,Stock Adjustment,Zero Price
107483,499839,2010-03-02,22657,HEN & 2 CHICKS IN BASKET,United Kingdom,5,0.0,0.0,Sale,Zero Price
107484,499840,2010-03-02,84219,,United Kingdom,7,0.0,0.0,Sale,Zero Price
107485,499843,2010-03-02,20958,PORCELAIN HANGING BELL LARGE,United Kingdom,-97,0.0,0.0,Stock Adjustment,Zero Price
107486,499841,2010-03-02,84535A,,United Kingdom,-12,0.0,0.0,Stock Adjustment,Zero Price
107487,499842,2010-03-02,84535A,,United Kingdom,-108,0.0,0.0,Stock Adjustment,Zero Price
107488,499844,2010-03-02,20952,PORCELAIN CHERUB BELL SMALL,United Kingdom,40,0.0,0.0,Sale,Zero Price
107489,499845,2010-03-02,85112,,United Kingdom,-338,0.0,0.0,Stock Adjustment,Zero Price
107490,499846,2010-03-02,21307,SET/4 BUTTERFLY MIRROR MAGNETS,United Kingdom,-47,0.0,0.0,Stock Adjustment,Zero Price
107491,499847,2010-03-02,85129A,,United Kingdom,-57,0.0,0.0,Stock Adjustment,Zero Price
107492,499848,2010-03-02,85129C,BEADED CRYSTAL HEART BLUE SMALL,United Kingdom,-30,0.0,0.0,Stock Adjustment,Zero Price
107557,C499851,2010-03-02,21462,"NURSERY A,B,C PAINTED LETTERS",United Kingdom,-1,6.75,-6.75,Cancellation,Valid
107558,C499852,2010-03-02,21278,,United Kingdom,-2,2.55,-5.1,Cancellation,Valid
107807,499860,2010-03-02,84997a,CHILDRENS CUTLERY POLKADOT GREEN,United Kingdom,1,0.0,0.0,Sale,Zero Price
107808,499863,2010-03-02,21984,PACK OF 12 PINK PAISLEY TISSUES,United Kingdom,1,0.0,0.0,Sale,Zero Price
107809,C499862,2010-03-02,22489,PACK OF 12 TRADITIONAL CRAYONS,United Kingdom,-4,0.42,-1.68,Cancellation,Valid
107811,499865,2010-03-02,84030B,,United Kingdom,2,0.0,0.0,Sale,Zero Price
107812,499861,2010-03-02,79321,CHILLI LIGHTS,United Kingdom,1,0.0,0.0,Sale,Zero Price
107835,C499867,2010-03-02,79072,TEATIME CAKE TIN WITH HANDLE,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
107836,C499868,2010-03-02,84688,BEACH HUT DESIGN BLACKBOARD,United Kingdom,-4,4.25,-17.0,Cancellation,Valid
107837,C499868,2010-03-02,21232,STRAWBERRY CERAMIC TRINKET POT,United Kingdom,-4,1.25,-5.0,Cancellation,Valid
107838,C499869,2010-03-02,22138,BAKING SET 9 PIECE RETROSPOT,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
107839,C499870,2010-03-02,21527,RED RETROSPOT TRADITIONAL TEAPOT,United Kingdom,-1,6.95,-6.95,Cancellation,Valid
107840,C499870,2010-03-02,22300,COFFEE MUG DOG + BALL DESIGN,United Kingdom,-5,2.55,-12.75,Cancellation,Valid
107841,C499871,2010-03-02,22199,FRYING PAN RED RETROSPOT,United Kingdom,-2,4.25,-8.5,Cancellation,Valid
107842,C499871,2010-03-02,22203,MILK PAN RED RETROSPOT,United Kingdom,-2,3.75,-7.5,Cancellation,Valid
107843,C499871,2010-03-02,22202,,United Kingdom,-3,3.75,-11.25,Cancellation,Valid
107844,C499872,2010-03-02,21232,STRAWBERRY CERAMIC TRINKET POT,United Kingdom,-3,1.25,-3.75,Cancellation,Valid
108060,C499885,2010-03-03,21731,RED TOADSTOOL LED NIGHT LIGHT,Germany,-2,1.65,-3.3,Cancellation,Valid
108061,C499885,2010-03-03,22378,WALL TIDY RETROSPOT,Germany,-2,2.1,-4.2,Cancellation,Valid
108062,C499885,2010-03-03,20712,JUMBO BAG WOODLAND ANIMALS,Germany,-1,1.95,-1.95,Cancellation,Valid
108063,C499885,2010-03-03,22385,JUMBO BAG SPACEBOY DESIGN,Germany,-1,1.95,-1.95,Cancellation,Valid
108080,C499888,2010-03-03,21399,,Germany,-1,2.1,-2.1,Cancellation,Valid
108081,C499888,2010-03-03,21424,WOODLAND STORAGE BOX LARGE,Germany,-1,2.95,-2.95,Cancellation,Valid
108082,C499888,2010-03-03,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",Germany,-2,2.95,-5.9,Cancellation,Valid
108083,C499888,2010-03-03,21528,DAIRY MAID TRADITIONAL TEAPOT,Germany,-1,6.95,-6.95,Cancellation,Valid
108084,C499888,2010-03-03,21527,RED RETROSPOT TRADITIONAL TEAPOT,Germany,-2,7.95,-15.9,Cancellation,Valid
108085,C499889,2010-03-03,21563,RED HEART SHAPE LOVE BUCKET,United Kingdom,-2,2.95,-5.9,Cancellation,Valid
108086,C499889,2010-03-03,22188,BLACK HEART CARD HOLDER,United Kingdom,-1,3.95,-3.95,Cancellation,Valid
108141,C499892,2010-03-03,79323P,"Unsaleable, destroyed.",United Kingdom,-1,6.75,-6.75,Cancellation,Valid
108223,C499896,2010-03-03,22192,BLUE DINER WALL CLOCK,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
108224,C499896,2010-03-03,21658,GLASS  BEURRE DISH,United Kingdom,-1,3.95,-3.95,Cancellation,Valid
108225,C499896,2010-03-03,85097B,BLUE ROCKING SINGING CANARY,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
108295,C499898,2010-03-03,85088,CANDY SPOT HAND BAG,United Kingdom,-2,2.1,-4.2,Cancellation,Valid
108335,499911,2010-03-03,17109C,,United Kingdom,-100,0.0,0.0,Stock Adjustment,Zero Price
108336,499909,2010-03-03,82607E,GLASS BONBON JAR. D'AMANDES,United Kingdom,-30,0.0,0.0,Stock Adjustment,Zero Price
108381,499915,2010-03-03,17109A,,United Kingdom,-60,0.0,0.0,Stock Adjustment,Zero Price
108388,499913,2010-03-03,17109D,Adjustment,United Kingdom,-140,0.0,0.0,Stock Adjustment,Zero Price
108389,C499916,2010-03-03,85042,ANTIQUE LILY FAIRY LIGHTS,United Kingdom,-2,4.25,-8.5,Cancellation,Valid
108390,C499916,2010-03-03,85047,WHITE BEADED GARLAND STRING 20LIGHT,United Kingdom,-2,5.55,-11.1,Cancellation,Valid
108391,C499916,2010-03-03,84750A,,United Kingdom,-6,1.65,-9.9,Cancellation,Valid
108392,C499917,2010-03-03,17013C,,United Kingdom,-96,0.42,-40.32,Cancellation,Valid
108474,C499920,2010-03-03,21833,CAMOUFLAGE LED TORCH,United Kingdom,-1,1.69,-1.69,Cancellation,Valid
108475,C499920,2010-03-03,22236,CAKE STAND 3 TIER MAGIC GARDEN,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
108476,C499920,2010-03-03,21549,,United Kingdom,-2,2.95,-5.9,Cancellation,Valid
108549,C499943,2010-03-03,22054,MINI CAKE STAND HANGING HEARTS,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
108687,C499963,2010-03-03,22071,SMALL WHITE RETROSPOT MUG IN BOX,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
109189,499976,2010-03-03,17013C,,United Kingdom,-800,0.0,0.0,Stock Adjustment,Zero Price
109212,C499978,2010-03-03,82607A,,United Kingdom,-2,1.25,-2.5,Cancellation,Valid
109213,C499978,2010-03-03,85121B,,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
109471,C499983,2010-03-03,85123A,CREAM HANGING HEART T-LIGHT HOLDER,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
109472,C499984,2010-03-03,21239,PINK  POLKADOT CUP,France,-8,0.85,-6.8,Cancellation,Valid
109473,C499984,2010-03-03,21243,PINK POLKADOT PLATE,France,-8,1.69,-13.52,Cancellation,Valid
109507,C499987,2010-03-03,21298,,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
109536,499992,2010-03-03,17109C,,United Kingdom,-4,0.0,0.0,Stock Adjustment,Zero Price
109676,C500000,2010-03-04,21303,,United Kingdom,-2,5.95,-11.9,Cancellation,Valid
109682,C500002,2010-03-04,20821,GOLDIE LOOKING MIRROR,United Kingdom,-2,4.95,-9.9,Cancellation,Valid
109683,C500002,2010-03-04,82483,WOOD 2 DRAWER CABINET WHITE FINISH,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
109684,C500002,2010-03-04,79323B,"Unsaleable, destroyed.",United Kingdom,-1,6.75,-6.75,Cancellation,Valid
109685,C500002,2010-03-04,79323P,"Unsaleable, destroyed.",United Kingdom,-1,6.75,-6.75,Cancellation,Valid
109686,C500003,2010-03-04,21099,,United Kingdom,-96,0.65,-62.4,Cancellation,Valid
109687,C500004,2010-03-04,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",United Kingdom,-1,12.75,-12.75,Cancellation,Valid
109688,500005,2010-03-04,84934,,United Kingdom,-1782,0.0,0.0,Stock Adjustment,Zero Price
109689,500006,2010-03-04,84741C,,United Kingdom,-113,0.0,0.0,Stock Adjustment,Zero Price
109690,500007,2010-03-04,82613A,Amazon,United Kingdom,156,0.0,0.0,Sale,Zero Price
109746,C500011,2010-03-04,48111,DOORMAT 3 SMILEY CATS,United Kingdom,-10,5.95,-59.5,Cancellation,Valid
109782,C500013,2010-03-04,21833,CAMOUFLAGE LED TORCH,United Kingdom,-12,1.69,-20.28,Cancellation,Valid
109938,C500016,2010-03-04,84750A,,Cyprus,-1,1.95,-1.95,Cancellation,Valid
109939,C500016,2010-03-04,22202,,Cyprus,-1,3.75,-3.75,Cancellation,Valid
109940,C500016,2010-03-04,21658,GLASS  BEURRE DISH,Cyprus,-1,3.95,-3.95,Cancellation,Valid
109941,C500016,2010-03-04,22218,CAKE STAND LACE WHITE,Cyprus,-1,4.25,-4.25,Cancellation,Valid
109942,C500016,2010-03-04,79067,,Cyprus,-2,3.75,-7.5,Cancellation,Valid
109943,C500016,2010-03-04,20799,,Cyprus,-2,2.1,-4.2,Cancellation,Valid
110087,C500026,2010-03-04,21298,,United Kingdom,-1,35.95,-35.95,Cancellation,Valid
110088,500027,2010-03-04,72045D,,United Kingdom,15,0.0,0.0,Sale,Zero Price
110089,500028,2010-03-04,82585,,United Kingdom,5,0.0,0.0,Sale,Zero Price
