customer_id,revenue,orders,units_purchased,products_purchased,first_purchase_date,latest_purchase_date,customer_segment
14976,790.86,7,234.0,47,2011-01-17,2011-10-13,Regular
16892,754.75,7,367.0,119,2009-12-08,2011-12-08,Regular
17889,746.42,7,403.0,97,2010-03-31,2011-05-11,Regular
13242,699.4,7,350.0,19,2010-02-09,2011-08-19,Regular
15901,687.72,7,695.0,145,2010-06-14,2011-11-23,Regular
17935,686.14,7,244.0,60,2009-12-04,2011-07-24,Regular
16330,625.38,7,326.0,105,2010-02-15,2011-11-22,Regular
16321,604.55,7,259.0,15,2009-12-01,2011-09-28,Regular
13277,523.3,7,382.0,10,2010-06-18,2011-11-24,Regular
14037,836.95,6,590.0,96,2009-12-07,2011-06-16,Regular
14624,814.07,6,645.0,39,2010-04-14,2011-10-13,Regular
17281,797.85,6,295.0,2,2010-02-04,2010-11-30,Regular
13296,792.51,6,653.0,50,2010-05-11,2011-07-25,Regular
13544,790.2,6,331.0,219,2010-03-05,2011-10-31,Regular
17817,788.15,6,353.0,115,2010-10-13,2011-12-05,Regular
14513,788.01,6,593.0,15,2010-05-20,2011-08-31,Regular
14883,761.59,6,790.0,39,2011-05-12,2011-11-21,Regular
17760,746.39,6,531.0,58,2010-02-28,2011-11-18,Regular
15420,743.0,6,844.0,52,2009-12-05,2010-10-01,Regular
17615,721.8,6,378.0,47,2010-08-11,2011-08-01,Regular
16658,690.83,6,277.0,49,2010-03-30,2010-12-06,Regular
17874,683.46,6,221.0,37,2011-03-29,2011-06-07,Regular
12601,681.26,6,290.0,24,2010-10-31,2011-06-03,Regular
17371,655.37,6,281.0,135,2009-12-08,2011-11-22,Regular
17639,615.17,6,576.0,59,2010-08-13,2011-03-08,Regular
14077,615.08,6,376.0,43,2010-11-09,2011-10-30,Regular
14173,586.0,6,194.0,30,2009-12-09,2011-11-29,Regular
13413,429.44,6,455.0,38,2010-01-21,2010-03-10,Regular
17740,426.9,6,222.0,5,2010-01-11,2010-11-15,Regular
13079,419.18,6,158.0,11,2010-10-18,2011-12-05,Regular
16356,415.87,6,190.0,27,2010-06-06,2011-05-26,Regular
17912,374.55,6,215.0,48,2010-11-29,2011-02-02,Regular
13346,299.4,6,180.0,4,2010-04-22,2010-09-03,Regular
17816,96.11,6,80.0,41,2009-12-15,2011-11-03,Regular
12753,21429.39,6,11421.0,132,2010-12-12,2011-11-17,High Spend
12435,13925.93,6,4958.0,88,2009-12-02,2011-09-21,High Spend
18139,8438.34,6,5557.0,35,2011-11-21,2011-11-22,High Spend
13373,7587.19,6,4263.0,292,2009-12-06,2011-10-10,High Spend
12830,6814.64,6,9848.0,13,2011-06-21,2011-11-02,High Spend
12356,6371.73,6,3416.0,104,2010-10-11,2011-11-17,High Spend
16320,5628.99,6,3319.0,193,2010-01-27,2011-06-20,High Spend
15228,5580.27,6,3375.0,184,2010-07-28,2011-10-04,High Spend
17584,5309.42,6,2464.0,85,2010-01-25,2011-12-02,High Spend
14930,5236.73,6,2193.0,213,2010-04-12,2011-08-23,High Spend
15332,4892.68,6,2306.0,113,2010-07-14,2010-12-08,High Spend
12449,4835.89,6,2282.0,125,2010-09-27,2011-11-17,High Spend
17082,4732.03,6,2526.0,117,2009-12-15,2011-11-06,High Spend
15484,4652.1,6,4074.0,180,2009-12-05,2011-12-08,High Spend
13523,4534.57,6,1989.0,177,2010-11-02,2011-11-06,High Spend
16563,4412.56,6,2584.0,55,2009-12-01,2011-10-17,High Spend
12917,4359.2,6,1104.0,45,2009-12-09,2011-08-03,High Spend
18194,4162.04,6,1774.0,23,2010-01-28,2011-09-18,High Spend
13461,4160.0,6,3132.0,30,2010-04-21,2011-11-01,High Spend
13895,4008.52,6,2060.0,154,2009-12-03,2011-11-11,High Spend
16440,3856.97,6,2108.0,202,2010-08-03,2011-12-02,High Spend
15704,3734.66,6,1709.0,129,2010-05-05,2011-07-22,High Spend
12857,3688.0,6,1420.0,71,2010-01-25,2011-05-13,High Spend
16053,3634.84,6,3067.0,169,2010-04-08,2011-11-07,High Spend
17311,3566.56,6,2755.0,124,2010-02-03,2011-09-22,High Spend
14503,3543.26,6,2004.0,113,2011-06-14,2011-12-06,High Spend
12631,3481.57,6,1607.0,131,2010-01-15,2011-10-13,High Spend
16360,3450.41,6,2110.0,365,2011-09-12,2011-12-05,High Spend
13285,3364.59,6,2457.0,182,2010-03-25,2011-11-16,High Spend
15538,3358.4,6,1016.0,3,2010-02-14,2010-06-20,High Spend
17183,3347.31,6,1296.0,42,2011-08-26,2011-12-02,High Spend
18188,3280.59,6,1888.0,95,2010-03-26,2011-11-24,High Spend
17621,3175.12,6,1110.0,61,2010-10-04,2011-11-18,High Spend
17640,3168.94,6,1692.0,48,2010-03-23,2011-09-14,High Spend
14306,3151.4,6,2065.0,43,2010-01-31,2011-10-19,High Spend
17702,3144.04,6,2153.0,120,2010-11-04,2011-11-09,High Spend
13786,3127.99,6,1515.0,80,2009-12-03,2010-12-07,High Spend
15491,3100.09,6,1646.0,108,2011-04-18,2011-09-05,High Spend
13464,3097.64,6,1440.0,128,2010-03-31,2011-10-12,High Spend
12849,3042.47,6,1855.0,123,2010-04-27,2011-11-08,High Spend
14226,2985.13,6,1714.0,89,2010-09-24,2011-11-11,High Spend
16120,2967.51,6,2161.0,84,2010-10-13,2011-10-11,High Spend
15757,2940.36,6,1757.0,162,2010-06-10,2011-10-05,High Spend
13764,2919.62,6,2084.0,295,2010-03-07,2011-09-30,High Spend
16633,2883.1,6,1138.0,115,2011-04-19,2011-11-22,High Spend
15043,2870.32,6,1019.0,39,2010-06-24,2011-11-08,High Spend
16229,2867.86,6,1292.0,144,2010-05-24,2011-09-13,High Spend
12685,2863.08,6,1523.0,117,2011-09-07,2011-11-11,High Spend
15797,2821.08,6,1281.0,12,2010-01-27,2011-08-18,High Spend
16871,2812.34,6,1253.0,131,2011-03-14,2011-11-17,High Spend
13330,2796.1,6,1951.0,80,2010-02-23,2011-09-08,High Spend
12863,2792.55,6,895.0,24,2010-04-29,2011-10-18,High Spend
14869,2778.14,6,2130.0,187,2009-12-16,2011-12-01,High Spend
17031,2773.85,6,1595.0,34,2010-05-07,2011-11-28,High Spend
12391,2724.84,6,1204.0,241,2010-02-15,2011-11-18,High Spend
13819,2642.35,6,2309.0,47,2009-12-01,2011-02-11,High Spend
15814,2634.44,6,1728.0,83,2010-04-15,2011-11-23,High Spend
15142,2619.92,6,2155.0,115,2010-07-27,2011-10-24,High Spend
14195,2615.6,6,2144.0,10,2010-03-15,2011-05-22,High Spend
12412,2596.93,6,1997.0,82,2010-06-18,2011-09-26,High Spend
13192,2558.58,6,1629.0,135,2010-01-22,2011-09-05,High Spend
16889,2526.65,6,1611.0,163,2010-05-23,2011-05-29,High Spend
13414,2494.14,6,2702.0,48,2010-04-15,2011-07-29,High Spend
13134,2475.23,6,1364.0,110,2010-10-19,2011-09-15,High Spend
14421,2469.37,6,1342.0,72,2010-01-17,2011-10-13,High Spend
12701,2446.41,6,1727.0,118,2010-03-16,2011-09-21,High Spend
17320,2444.85,6,1182.0,86,2010-01-21,2011-08-31,High Spend
13949,2427.32,6,2474.0,124,2011-09-06,2011-12-07,High Spend
15089,2420.84,6,1359.0,139,2011-08-03,2011-11-29,High Spend
16833,2409.04,6,878.0,87,2010-03-26,2011-12-08,High Spend
16163,2407.98,6,676.0,59,2009-12-02,2011-04-21,High Spend
12393,2399.45,6,1311.0,63,2010-10-07,2011-09-28,High Spend
17827,2376.17,6,1582.0,240,2010-03-28,2011-12-04,High Spend
16676,2361.9,6,927.0,106,2010-10-17,2011-11-06,High Spend
13614,2332.74,6,821.0,227,2010-06-06,2011-11-15,High Spend
16496,2330.77,6,1764.0,120,2010-07-18,2011-12-01,High Spend
17113,2305.59,6,913.0,122,2010-01-11,2010-05-14,High Spend
14555,2304.03,6,842.0,94,2009-12-18,2011-10-13,High Spend
17047,2289.23,6,1184.0,114,2009-12-08,2011-09-15,High Spend
17018,2287.7,6,456.0,26,2009-12-05,2011-10-30,High Spend
13655,2280.51,6,1225.0,103,2010-04-27,2011-08-17,High Spend
13994,2274.14,6,932.0,122,2011-07-14,2011-12-06,High Spend
15638,2265.2,6,1134.0,20,2010-04-08,2010-11-26,High Spend
17414,2249.52,6,6256.0,6,2009-12-03,2011-10-27,High Spend
14432,2248.5,6,2013.0,256,2011-09-11,2011-11-30,High Spend
12783,2225.91,6,624.0,76,2011-09-25,2011-12-07,Regular
13455,2212.99,6,795.0,79,2009-12-09,2011-11-15,Regular
13320,2211.6,6,1509.0,98,2010-08-18,2011-09-22,Regular
14597,2184.63,6,1436.0,79,2010-09-28,2011-11-28,Regular
12856,2170.78,6,1076.0,155,2011-10-07,2011-12-02,Regular
14407,2157.73,6,1415.0,67,2011-03-08,2011-08-24,Regular
16520,2148.38,6,1045.0,251,2010-03-02,2011-06-06,Regular
16807,2123.88,6,1433.0,107,2010-03-26,2011-07-20,Regular
12975,2100.09,6,911.0,92,2009-12-06,2010-09-29,Regular
16934,2083.14,6,936.0,128,2010-03-28,2011-10-16,Regular
18258,2059.67,6,1981.0,30,2010-05-16,2010-09-01,Regular
14188,2054.36,6,1162.0,34,2011-02-02,2011-11-09,Regular
17086,2050.08,6,1859.0,76,2011-10-07,2011-12-02,Regular
16331,2037.7,6,756.0,33,2010-03-07,2010-10-03,Regular
15272,2030.95,6,665.0,257,2010-02-14,2011-10-13,Regular
15506,2030.33,6,1637.0,180,2010-08-19,2011-11-17,Regular
14631,2025.69,6,1407.0,65,2010-08-09,2011-10-20,Regular
13889,1991.23,6,979.0,57,2010-01-22,2011-09-08,Regular
14967,1982.61,6,652.0,22,2009-12-03,2011-10-21,Regular
16032,1965.72,6,1467.0,130,2010-07-04,2010-09-09,Regular
15789,1962.01,6,2499.0,110,2010-03-26,2010-12-16,Regular
13761,1952.17,6,1079.0,118,2010-02-21,2011-10-20,Regular
12528,1933.48,6,756.0,50,2011-01-31,2011-11-30,Regular
18220,1921.76,6,1352.0,17,2009-12-15,2011-04-27,Regular
16555,1915.68,6,1816.0,59,2010-07-22,2011-11-04,Regular
14127,1900.08,6,828.0,96,2010-10-10,2011-08-09,Regular
14327,1894.93,6,1296.0,99,2010-01-08,2011-06-29,Regular
14912,1889.25,6,1819.0,44,2010-01-26,2011-11-23,Regular
14403,1880.51,6,737.0,20,2010-03-10,2011-08-01,Regular
18151,1879.44,6,986.0,99,2010-03-04,2011-07-28,Regular
15197,1877.51,6,1058.0,44,2009-12-11,2011-11-29,Regular
13946,1876.23,6,2847.0,49,2009-12-04,2011-09-21,Regular
13503,1859.24,6,1105.0,158,2010-02-16,2011-09-29,Regular
16049,1852.15,6,1132.0,383,2010-07-11,2011-10-30,Regular
18180,1843.75,6,1721.0,108,2011-07-20,2011-12-05,Regular
15822,1840.06,6,950.0,46,2009-12-06,2011-12-06,Regular
14870,1838.95,6,483.0,43,2010-01-25,2011-03-23,Regular
13924,1838.85,6,1575.0,90,2011-09-28,2011-12-08,Regular
15402,1830.54,6,2034.0,79,2010-04-27,2011-07-14,Regular
18161,1803.1,6,965.0,57,2010-11-25,2011-11-24,Regular
17165,1794.32,6,788.0,77,2009-12-11,2011-02-28,Regular
18122,1793.06,6,1225.0,239,2011-07-12,2011-12-01,Regular
16611,1785.13,6,874.0,86,2010-03-10,2011-06-06,Regular
15452,1785.11,6,1087.0,158,2010-07-16,2011-11-10,Regular
15220,1778.96,6,1393.0,110,2011-03-04,2011-10-19,Regular
16510,1777.5,6,930.0,94,2010-01-17,2010-12-02,Regular
13456,1766.72,6,765.0,43,2011-05-16,2011-11-22,Regular
16511,1760.49,6,769.0,235,2010-03-01,2011-11-18,Regular
16620,1758.93,6,1146.0,78,2009-12-01,2011-12-06,Regular
17974,1739.09,6,1189.0,279,2010-10-28,2011-11-15,Regular
14075,1734.87,6,1494.0,59,2010-06-16,2011-12-05,Regular
18239,1712.26,6,844.0,85,2010-10-13,2011-05-05,Regular
14447,1711.73,6,913.0,81,2010-11-04,2011-11-21,Regular
17731,1708.99,6,707.0,82,2010-02-09,2011-09-21,Regular
13309,1706.37,6,1914.0,95,2010-11-12,2011-12-02,Regular
15976,1694.41,6,1053.0,265,2010-06-06,2011-06-27,Regular
13417,1669.49,6,532.0,57,2010-02-08,2011-12-05,Regular
13064,1666.84,6,668.0,58,2010-04-27,2011-11-27,Regular
17321,1665.21,6,790.0,241,2010-05-11,2011-12-01,Regular
18096,1657.87,6,1409.0,299,2010-07-14,2011-11-28,Regular
18276,1656.52,6,1246.0,81,2009-12-10,2011-10-27,Regular
17041,1655.2,6,1303.0,93,2010-04-18,2011-11-13,Regular
16634,1649.81,6,1257.0,72,2010-01-21,2011-05-01,Regular
18062,1632.67,6,831.0,46,2010-04-21,2011-06-19,Regular
13900,1610.59,6,938.0,80,2010-03-25,2011-06-09,Regular
12947,1603.99,6,1165.0,83,2010-12-01,2011-07-19,Regular
17540,1590.6,6,588.0,41,2010-04-19,2011-11-15,Regular
16092,1587.94,6,1188.0,60,2010-05-09,2011-08-17,Regular
17222,1579.51,6,857.0,94,2010-01-10,2011-10-05,Regular
12549,1575.68,6,1366.0,38,2010-01-11,2010-05-13,Regular
17886,1572.55,6,711.0,138,2010-04-29,2011-11-08,Regular
17851,1552.35,6,933.0,185,2009-12-03,2010-10-13,Regular
14754,1547.93,6,1010.0,110,2010-01-18,2011-10-26,Regular
16790,1545.62,6,898.0,88,2011-11-02,2011-12-06,Regular
17990,1527.61,6,777.0,40,2009-12-07,2011-04-17,Regular
14264,1517.36,6,553.0,59,2010-04-07,2011-07-08,Regular
14682,1514.81,6,949.0,79,2010-02-05,2011-06-05,Regular
17179,1507.26,6,625.0,75,2010-05-26,2011-06-14,Regular
15110,1505.85,6,337.0,23,2010-08-11,2011-11-16,Regular
16239,1492.2,6,692.0,24,2010-09-02,2011-10-14,Regular
18268,1490.23,6,711.0,36,2009-12-11,2011-07-28,Regular
15101,1477.94,6,676.0,52,2010-04-28,2011-12-01,Regular
16835,1456.66,6,496.0,58,2010-05-19,2011-08-03,Regular
13649,1453.68,6,782.0,97,2010-06-30,2011-03-28,Regular
17259,1452.39,6,844.0,179,2010-02-22,2011-07-14,Regular
14657,1450.19,6,879.0,143,2010-09-30,2011-11-22,Regular
17734,1442.32,6,741.0,76,2010-03-07,2011-10-17,Regular
18106,1441.06,6,506.0,126,2010-01-15,2011-01-14,Regular
13531,1433.07,6,497.0,44,2009-12-03,2011-05-18,Regular
14684,1430.03,6,1005.0,272,2010-11-14,2011-11-14,Regular
18221,1424.94,6,1000.0,71,2010-11-14,2011-11-17,Regular
16173,1418.32,6,575.0,70,2011-09-02,2011-11-24,Regular
17545,1409.86,6,682.0,204,2010-05-11,2011-10-27,Regular
12765,1404.58,6,1009.0,49,2010-03-08,2010-08-24,Regular
13821,1379.08,6,477.0,158,2010-01-04,2011-07-18,Regular
14434,1372.8,6,368.0,3,2011-09-28,2011-11-18,Regular
13155,1370.48,6,741.0,79,2010-08-05,2011-11-06,Regular
17150,1357.95,6,397.0,64,2009-12-06,2010-11-28,Regular
12919,1335.19,6,673.0,34,2011-06-23,2011-12-01,Regular
15774,1288.34,6,465.0,88,2010-02-21,2011-10-02,Regular
16949,1286.27,6,791.0,57,2011-01-27,2011-12-06,Regular
13443,1273.16,6,805.0,176,2010-01-31,2010-09-17,Regular
15584,1268.2,6,483.0,174,2010-02-07,2011-11-16,Regular
13892,1267.65,6,3125.0,33,2010-05-13,2011-11-13,Regular
13515,1265.82,6,819.0,64,2010-03-05,2011-09-28,Regular
14984,1260.51,6,348.0,48,2010-01-11,2011-11-20,Regular
17343,1259.94,6,454.0,61,2009-12-03,2010-12-19,Regular
12402,1256.9,6,584.0,43,2010-02-07,2011-01-20,Regular
17076,1242.75,6,514.0,31,2009-12-04,2011-11-03,Regular
13019,1229.95,6,397.0,46,2009-12-06,2010-11-25,Regular
13787,1222.5,6,998.0,71,2010-01-14,2011-09-25,Regular
13405,1213.81,6,855.0,33,2009-12-15,2011-09-26,Regular
16872,1213.13,6,1079.0,12,2010-09-02,2011-09-23,Regular
17360,1200.51,6,624.0,189,2010-10-01,2011-11-22,Regular
13723,1194.08,6,593.0,51,2010-04-07,2011-05-06,Regular
13293,1192.94,6,555.0,51,2010-02-09,2010-11-12,Regular
14275,1189.38,6,538.0,14,2010-04-11,2010-11-09,Regular
17021,1182.22,6,992.0,35,2010-04-29,2010-09-23,Regular
18025,1177.72,6,1053.0,83,2010-03-30,2010-11-25,Regular
14370,1175.78,6,266.0,37,2010-02-01,2010-09-15,Regular
18071,1169.68,6,678.0,52,2009-12-05,2011-03-27,Regular
13497,1166.83,6,525.0,52,2010-02-08,2011-03-02,Regular
16184,1158.79,6,561.0,26,2011-05-12,2011-10-06,Regular
14818,1153.56,6,543.0,87,2010-03-02,2011-09-27,Regular
16989,1133.25,6,1233.0,7,2011-07-12,2011-12-02,Regular
13589,1120.74,6,293.0,48,2009-12-06,2011-11-25,Regular
16955,1120.31,6,723.0,33,2010-01-31,2011-06-08,Regular
14948,1101.97,6,673.0,56,2011-05-04,2011-11-16,Regular
15574,1101.44,6,750.0,191,2010-09-01,2011-06-15,Regular
17137,1099.81,6,680.0,125,2010-01-31,2010-10-19,Regular
12421,1098.6,6,652.0,44,2010-07-22,2011-11-24,Regular
17854,1068.5,6,607.0,113,2009-12-08,2011-06-07,Regular
13959,1064.77,6,694.0,120,2010-07-16,2011-09-21,Regular
14966,1064.26,6,1060.0,125,2009-12-15,2011-11-25,Regular
17214,1059.12,6,272.0,79,2010-12-15,2011-10-10,Regular
15855,1052.72,6,712.0,72,2010-08-20,2011-07-26,Regular
14947,1049.79,6,416.0,47,2010-03-25,2011-09-28,Regular
15535,1044.37,6,314.0,88,2010-09-16,2011-06-19,Regular
16261,1041.16,6,454.0,118,2010-09-23,2011-11-22,Regular
15003,1027.03,6,525.0,253,2010-01-26,2010-08-23,Regular
12828,1018.71,6,494.0,46,2011-08-01,2011-12-07,Regular
15850,1006.75,6,1334.0,269,2009-12-13,2011-11-20,Regular
13238,1006.63,6,442.0,24,2010-04-28,2011-11-22,Regular
13427,1006.53,6,880.0,35,2009-12-17,2011-11-20,Regular
13857,1001.01,6,782.0,99,2010-05-17,2010-11-11,Regular
15508,1000.27,6,440.0,78,2011-04-18,2011-06-03,Regular
17299,993.23,6,919.0,96,2010-08-15,2011-11-28,Regular
15208,970.52,6,356.0,27,2010-10-12,2011-12-08,Regular
13223,969.12,6,568.0,8,2010-02-12,2011-05-23,Regular
15028,962.94,6,673.0,65,2010-11-10,2011-12-01,Regular
17420,953.58,6,446.0,43,2010-11-03,2011-10-20,Regular
12414,952.41,6,495.0,21,2010-09-02,2011-05-06,Regular
17955,949.9,6,681.0,16,2010-02-12,2011-05-25,Regular
17081,949.39,6,381.0,166,2010-02-22,2011-11-14,Regular
17516,947.5,6,522.0,150,2010-11-26,2011-11-24,Regular
16203,943.84,6,537.0,56,2010-07-23,2011-10-12,Regular
17604,942.38,6,614.0,142,2010-01-27,2011-05-06,Regular
14958,941.99,6,248.0,52,2009-12-03,2011-07-15,Regular
18001,924.14,6,874.0,120,2009-12-02,2011-11-27,Regular
16362,922.16,6,467.0,67,2010-09-28,2011-11-07,Regular
14342,918.44,6,521.0,27,2010-08-24,2011-11-18,Regular
16034,911.32,6,585.0,43,2010-10-26,2011-05-27,Regular
14289,911.26,6,292.0,33,2011-02-23,2011-12-01,Regular
13573,904.52,6,647.0,73,2010-03-12,2011-10-20,Regular
16122,895.62,6,1280.0,28,2010-10-10,2011-09-27,Regular
17062,889.75,6,644.0,82,2010-09-26,2011-01-30,Regular
14681,875.15,6,172.0,19,2010-02-24,2011-09-29,Regular
12791,863.51,6,353.0,17,2010-03-25,2010-12-01,Regular
13991,852.88,6,995.0,58,2011-07-19,2011-11-27,Regular
16877,846.62,6,458.0,111,2011-05-15,2011-11-27,Regular
13902,34095.26,5,220600.0,58,2009-12-15,2010-03-17,High Spend
12454,16679.78,5,7703.0,24,2010-10-14,2011-10-14,High Spend
14439,9443.04,5,2244.0,105,2010-01-21,2011-01-24,High Spend
16532,8756.64,5,2544.0,2,2010-03-29,2011-11-22,High Spend
15786,8501.62,5,5957.0,358,2010-06-21,2011-10-24,High Spend
15413,6798.72,5,2694.0,20,2009-12-01,2010-01-17,High Spend
12406,6390.36,5,3416.0,114,2010-01-11,2011-11-17,High Spend
15480,6279.0,5,1852.0,199,2010-02-01,2011-08-15,High Spend
13334,6201.8,5,3198.0,307,2010-02-25,2011-09-18,High Spend
14105,5988.83,5,3534.0,200,2009-12-18,2011-04-14,High Spend
16546,5307.07,5,4211.0,75,2010-09-23,2011-02-22,High Spend
12432,5059.32,5,1801.0,107,2011-06-20,2011-10-28,High Spend
12444,5005.46,5,1153.0,138,2011-06-21,2011-11-18,High Spend
17829,4756.74,5,3009.0,121,2010-02-22,2011-02-14,High Spend
15123,4656.17,5,2524.0,149,2010-03-16,2011-12-02,High Spend
17728,4238.76,5,2146.0,196,2010-09-12,2011-12-06,High Spend
18079,4203.93,5,8730.0,107,2010-08-05,2011-10-25,High Spend
15050,4087.19,5,2600.0,116,2010-08-16,2011-11-14,High Spend
12371,4067.38,5,1436.0,134,2010-03-04,2011-10-26,High Spend
15665,3987.07,5,2777.0,163,2010-03-14,2011-06-24,High Spend
12473,3928.05,5,2414.0,140,2011-06-01,2011-11-10,High Spend
12358,3887.07,5,1079.0,56,2009-12-08,2011-12-08,High Spend
15067,3862.88,5,2151.0,170,2010-04-11,2011-09-22,High Spend
14565,3859.22,5,1940.0,139,2010-08-23,2011-09-05,High Spend
13357,3805.51,5,2112.0,284,2010-03-22,2011-03-27,High Spend
12502,3723.87,5,820.0,102,2011-02-03,2011-09-05,High Spend
15494,3702.6,5,3052.0,307,2009-12-10,2011-11-18,High Spend
12468,3670.74,5,2201.0,127,2010-01-26,2011-06-05,High Spend
15505,3610.96,5,2390.0,90,2011-07-07,2011-10-18,High Spend
15791,3608.34,5,1970.0,121,2010-03-08,2011-10-27,High Spend
17722,3520.22,5,2412.0,163,2010-11-29,2011-09-04,High Spend
14934,3503.5,5,2100.0,115,2010-09-24,2011-09-19,High Spend
17597,3484.09,5,2215.0,109,2010-05-05,2011-05-10,High Spend
13849,3469.3,5,1883.0,189,2010-03-25,2011-10-19,High Spend
13425,3390.43,5,2358.0,124,2010-05-09,2011-08-23,High Spend
13707,3365.86,5,2210.0,142,2010-06-21,2011-03-17,High Spend
15065,3326.86,5,1446.0,156,2010-10-25,2011-11-02,High Spend
13031,3292.84,5,2309.0,275,2010-06-03,2010-10-28,High Spend
15057,3255.96,5,1394.0,62,2009-12-05,2011-03-09,High Spend
16584,3156.17,5,1913.0,61,2010-02-16,2011-09-20,High Spend
13692,3114.4,5,2101.0,83,2010-10-15,2011-11-15,High Spend
14700,3076.06,5,1606.0,111,2010-08-11,2011-11-07,High Spend
14038,3069.88,5,1708.0,99,2010-02-04,2011-09-22,High Spend
16718,3006.08,5,1924.0,123,2009-12-06,2010-12-05,High Spend
16012,2978.59,5,1760.0,207,2010-06-28,2011-11-04,High Spend
16736,2956.56,5,1050.0,116,2009-12-03,2010-07-22,High Spend
12906,2919.81,5,1749.0,55,2011-09-22,2011-11-28,High Spend
16358,2919.65,5,2065.0,118,2010-11-10,2011-12-08,High Spend
17242,2889.28,5,1459.0,44,2010-01-24,2011-08-23,High Spend
14251,2879.7,5,1674.0,37,2011-10-13,2011-12-08,High Spend
14005,2874.72,5,2478.0,53,2011-05-08,2011-11-30,High Spend
14903,2795.33,5,1531.0,227,2011-03-06,2011-11-18,High Spend
15389,2733.8,5,3940.0,2,2010-01-27,2011-06-20,High Spend
18173,2696.36,5,1730.0,34,2010-04-06,2011-09-14,High Spend
15157,2654.11,5,3466.0,152,2009-12-10,2011-12-06,High Spend
16618,2647.59,5,1363.0,79,2011-01-21,2011-11-08,High Spend
12520,2634.26,5,1439.0,121,2011-03-11,2011-09-21,High Spend
14163,2594.62,5,950.0,42,2010-09-03,2011-09-13,High Spend
12592,2582.66,5,1875.0,42,2010-07-08,2011-09-08,High Spend
12978,2502.82,5,1394.0,126,2009-12-10,2010-11-19,High Spend
12517,2481.6,5,1361.0,232,2011-06-02,2011-11-11,High Spend
13762,2472.48,5,2608.0,23,2010-01-10,2011-05-05,High Spend
17131,2463.17,5,983.0,78,2011-09-25,2011-12-04,High Spend
14256,2460.79,5,1147.0,100,2010-01-14,2011-03-24,High Spend
15111,2442.37,5,1058.0,109,2010-04-26,2011-11-10,High Spend
17505,2435.48,5,1242.0,83,2010-04-13,2011-07-01,High Spend
16147,2398.91,5,1395.0,113,2010-02-05,2011-07-29,High Spend
16105,2386.19,5,2125.0,92,2010-04-14,2011-04-05,High Spend
14295,2362.91,5,1029.0,66,2009-12-08,2011-10-30,High Spend
14346,2315.75,5,1878.0,123,2010-07-30,2011-08-11,High Spend
17282,2308.54,5,2332.0,168,2010-06-09,2011-08-01,High Spend
18095,2303.09,5,1623.0,37,2010-04-19,2011-01-31,High Spend
16485,2287.19,5,1153.0,126,2009-12-06,2011-09-23,High Spend
14481,2284.69,5,1568.0,114,2010-01-31,2011-06-28,High Spend
13652,2262.05,5,1458.0,116,2010-02-25,2011-10-25,High Spend
15865,2241.42,5,1141.0,119,2010-01-05,2011-10-30,Regular
18215,2232.49,5,1131.0,53,2010-03-26,2011-09-11,Regular
17648,2216.37,5,954.0,114,2010-11-19,2011-10-10,Regular
13478,2215.78,5,1189.0,114,2010-01-31,2010-08-27,Regular
16317,2192.51,5,1236.0,103,2010-05-04,2011-08-12,Regular
17822,2162.93,5,1375.0,152,2010-05-28,2010-10-15,Regular
14216,2150.04,5,712.0,65,2010-10-21,2011-12-06,Regular
16004,2146.39,5,1076.0,63,2010-01-25,2010-08-22,Regular
16134,2145.34,5,1637.0,85,2010-06-17,2011-11-18,Regular
14691,2114.33,5,707.0,50,2011-05-11,2011-11-09,Regular
16201,2112.12,5,1421.0,86,2010-10-20,2011-12-06,Regular
15252,2103.41,5,1430.0,106,2010-04-07,2011-11-03,Regular
15815,2100.6,5,1856.0,33,2011-03-25,2011-10-07,Regular
17159,2099.59,5,1348.0,115,2010-03-04,2011-11-18,Regular
12610,2099.54,5,1049.0,85,2011-08-05,2011-11-17,Regular
13265,2092.66,5,1740.0,66,2011-03-11,2011-10-17,Regular
14443,2082.97,5,1357.0,119,2010-11-25,2011-10-17,Regular
13476,2061.47,5,713.0,86,2010-03-05,2011-06-14,Regular
12518,2056.89,5,1318.0,84,2011-08-21,2011-12-09,Regular
14232,2048.07,5,1941.0,81,2011-03-20,2011-10-28,Regular
17666,2047.8,5,1552.0,30,2010-06-30,2011-12-06,Regular
13663,2047.51,5,893.0,87,2010-03-03,2011-06-13,Regular
14000,2046.34,5,1838.0,28,2009-12-02,2011-05-12,Regular
13989,2026.06,5,2207.0,61,2010-05-25,2011-10-05,Regular
12348,2019.4,5,2714.0,25,2010-09-27,2011-09-25,Regular
17671,2009.16,5,987.0,54,2010-11-29,2011-11-24,Regular
14628,1998.0,5,1147.0,65,2010-01-25,2011-09-09,Regular
17158,1980.0,5,1147.0,74,2010-03-07,2011-11-07,Regular
17554,1952.45,5,1763.0,58,2011-07-14,2011-12-08,Regular
16788,1928.93,5,965.0,348,2010-02-07,2011-08-08,Regular
13029,1927.3,5,194.0,13,2010-07-04,2011-11-09,Regular
14332,1917.41,5,875.0,47,2010-10-19,2011-11-17,Regular
17046,1906.07,5,1636.0,76,2010-03-29,2011-07-05,Regular
14389,1898.01,5,1388.0,48,2010-04-28,2011-10-05,Regular
13276,1891.91,5,840.0,209,2010-03-07,2011-10-07,Regular
15381,1890.57,5,802.0,20,2010-05-05,2011-05-10,Regular
